date,feature_id,feature_name,active_users,new_users,retention_rate,engagement_score,completion_rate,user_segment
2024-09-02,FEAT_005,Mobile App,2461,207,91.8,4.5,79.1,Free
2024-09-02,FEAT_005,Mobile App,1276,142,80.3,4.5,78.7,Pro
2024-09-02,FEAT_005,Mobile App,511,37,72.3,3.5,78.0,Enterprise
2024-09-02,FEAT_005,Mobile App,510,39,75.1,4.9,62.5,Trial
2024-09-02,FEAT_006,Notifications,2051,152,80.1,3.4,88.0,Free
2024-09-02,FEAT_006,Notifications,299,44,83.1,3.3,84.6,Pro
2024-09-02,FEAT_006,Notifications,325,32,74.3,3.2,64.3,Enterprise
2024-09-02,FEAT_006,Notifications,497,69,94.9,3.7,61.4,Trial
2024-09-02,FEAT_007,Collaboration,778,42,85.8,4.2,73.1,Free
2024-09-02,FEAT_007,Collaboration,921,100,84.1,4.3,60.9,Pro
2024-09-02,FEAT_007,Collaboration,835,119,84.4,4.1,76.1,Enterprise
2024-09-02,FEAT_007,Collaboration,53,5,70.9,3.3,70.4,Trial
2024-09-02,FEAT_008,Export,2630,365,75.7,3.2,77.0,Free
2024-09-02,FEAT_008,Export,404,35,73.3,4.0,62.6,Pro
2024-09-02,FEAT_008,Export,191,28,93.2,3.7,66.5,Enterprise
2024-09-02,FEAT_008,Export,355,53,91.0,4.3,81.6,Trial
2024-09-02,FEAT_009,Integration,2221,260,74.9,3.7,79.6,Free
2024-09-02,FEAT_009,Integration,569,29,91.5,3.4,82.1,Pro
2024-09-02,FEAT_009,Integration,135,15,84.3,3.1,72.6,Enterprise
2024-09-02,FEAT_009,Integration,454,47,94.8,4.9,61.8,Trial
2024-09-02,FEAT_010,Search,2657,229,85.4,3.1,87.5,Free
2024-09-02,FEAT_010,Search,1243,76,93.9,4.8,75.2,Pro
2024-09-02,FEAT_010,Search,308,35,94.9,3.7,61.7,Enterprise
2024-09-02,FEAT_010,Search,255,21,92.9,4.7,71.5,Trial
2024-10-02,FEAT_001,Dashboard,580,85,82.1,3.9,60.9,Free
2024-10-02,FEAT_001,Dashboard,1440,83,75.2,4.5,72.8,Pro
2024-10-02,FEAT_001,Dashboard,613,56,70.8,4.6,86.4,Enterprise
2024-10-02,FEAT_001,Dashboard,472,57,81.1,5.0,69.2,Trial
2024-10-02,FEAT_002,Analytics,2712,290,77.8,4.3,72.9,Free
2024-10-02,FEAT_002,Analytics,1465,131,88.6,4.0,70.9,Pro
2024-10-02,FEAT_002,Analytics,605,35,90.8,4.0,73.8,Enterprise
2024-10-02,FEAT_002,Analytics,192,15,75.5,3.2,81.2,Trial
2024-10-02,FEAT_003,Reporting,826,95,70.3,3.3,74.8,Free
2024-10-02,FEAT_003,Reporting,1418,90,77.3,3.9,68.2,Pro
2024-10-02,FEAT_003,Reporting,204,28,79.3,4.7,70.3,Enterprise
2024-10-02,FEAT_003,Reporting,257,23,78.4,3.5,75.6,Trial
2024-10-02,FEAT_004,API Access,1786,199,72.1,3.4,83.4,Free
2024-10-02,FEAT_004,API Access,1640,172,94.4,4.9,85.3,Pro
2024-10-02,FEAT_004,API Access,712,97,74.5,4.2,64.5,Enterprise
2024-10-02,FEAT_004,API Access,470,32,92.6,3.1,73.0,Trial
2024-10-02,FEAT_005,Mobile App,2167,158,84.8,4.1,81.7,Free
2024-10-02,FEAT_005,Mobile App,938,63,90.2,3.9,61.9,Pro
2024-10-02,FEAT_005,Mobile App,156,9,75.2,4.7,75.4,Enterprise
2024-10-02,FEAT_005,Mobile App,48,5,91.1,4.0,70.7,Trial
2024-10-02,FEAT_006,Notifications,1600,131,71.4,3.1,79.1,Free
2024-10-02,FEAT_006,Notifications,107,7,88.2,3.1,77.5,Pro
2024-10-02,FEAT_006,Notifications,833,49,76.8,3.4,75.4,Enterprise
2024-10-02,FEAT_006,Notifications,399,28,73.6,4.3,78.7,Trial
2024-10-02,FEAT_007,Collaboration,971,53,83.4,4.6,62.8,Free
2024-10-02,FEAT_007,Collaboration,1613,164,70.3,4.0,74.5,Pro
2024-10-02,FEAT_007,Collaboration,526,72,89.5,4.7,68.6,Enterprise
2024-10-02,FEAT_007,Collaboration,214,26,72.8,4.7,69.7,Trial
2024-10-02,FEAT_008,Export,1262,65,70.6,3.7,74.9,Free
2024-10-02,FEAT_008,Export,714,40,72.7,4.7,77.1,Pro
2024-10-02,FEAT_008,Export,599,35,92.9,3.9,67.1,Enterprise
2024-10-02,FEAT_008,Export,61,6,87.9,4.4,74.4,Trial
2024-10-02,FEAT_009,Integration,317,25,87.3,4.9,74.3,Free
2024-10-02,FEAT_009,Integration,210,18,91.4,4.6,71.8,Pro
2024-10-02,FEAT_009,Integration,869,107,79.5,4.4,63.9,Enterprise
2024-10-02,FEAT_009,Integration,199,20,82.3,3.9,65.3,Trial
2024-10-02,FEAT_010,Search,449,53,90.7,4.5,73.4,Free
2024-10-02,FEAT_010,Search,1237,184,75.9,3.1,75.7,Pro
2024-10-02,FEAT_010,Search,249,35,71.5,3.6,78.5,Enterprise
2024-10-02,FEAT_010,Search,79,10,86.1,4.0,88.2,Trial
2024-11-02,FEAT_001,Dashboard,1935,149,85.5,3.0,87.4,Free
2024-11-02,FEAT_001,Dashboard,1315,126,79.9,4.9,83.5,Pro
2024-11-02,FEAT_001,Dashboard,686,48,72.9,3.7,88.0,Enterprise
2024-11-02,FEAT_001,Dashboard,82,11,72.4,3.9,73.7,Trial
2024-11-02,FEAT_002,Analytics,2908,330,91.7,4.2,88.7,Free
2024-11-02,FEAT_002,Analytics,1319,192,84.3,3.4,65.6,Pro
2024-11-02,FEAT_002,Analytics,491,52,73.7,3.5,80.6,Enterprise
2024-11-02,FEAT_002,Analytics,284,34,85.2,3.5,84.7,Trial
2024-11-02,FEAT_003,Reporting,1648,106,71.8,4.2,66.5,Free
2024-11-02,FEAT_003,Reporting,536,38,87.3,4.8,76.0,Pro
2024-11-02,FEAT_003,Reporting,125,14,81.3,3.8,77.8,Enterprise
2024-11-02,FEAT_003,Reporting,376,25,81.4,4.0,86.0,Trial
2024-11-02,FEAT_004,API Access,2997,433,82.7,4.7,86.0,Free
2024-11-02,FEAT_004,API Access,907,80,87.8,3.7,67.0,Pro
2024-11-02,FEAT_004,API Access,337,37,87.2,4.4,65.0,Enterprise
2024-11-02,FEAT_004,API Access,484,40,73.0,3.8,81.2,Trial
2024-11-02,FEAT_005,Mobile App,154,10,77.9,3.9,83.6,Free
2024-11-02,FEAT_005,Mobile App,1666,175,70.1,4.5,73.3,Pro
2024-11-02,FEAT_005,Mobile App,641,60,88.5,4.4,87.0,Enterprise
2024-11-02,FEAT_005,Mobile App,65,3,93.5,4.0,88.6,Trial
2024-11-02,FEAT_006,Notifications,2997,319,71.5,4.9,86.3,Free
2024-11-02,FEAT_006,Notifications,1305,181,93.7,4.1,65.6,Pro
2024-11-02,FEAT_006,Notifications,722,71,70.6,3.7,89.6,Enterprise
2024-11-02,FEAT_006,Notifications,45,5,73.5,4.3,71.0,Trial
2024-11-02,FEAT_007,Collaboration,2203,265,85.1,4.9,87.4,Free
2024-11-02,FEAT_007,Collaboration,854,98,79.6,4.4,82.6,Pro
2024-11-02,FEAT_007,Collaboration,334,36,92.2,4.6,73.8,Enterprise
2024-11-02,FEAT_007,Collaboration,533,50,76.9,4.9,81.0,Trial
2024-11-02,FEAT_008,Export,2142,200,87.1,4.2,83.6,Free
2024-11-02,FEAT_008,Export,547,44,76.0,4.1,78.9,Pro
2024-11-02,FEAT_008,Export,65,3,89.3,3.4,68.4,Enterprise
2024-11-02,FEAT_008,Export,56,5,84.0,4.3,76.7,Trial
2024-11-02,FEAT_009,Integration,919,132,73.8,3.9,89.3,Free
2024-11-02,FEAT_009,Integration,1702,127,79.0,3.0,74.2,Pro
2024-11-02,FEAT_009,Integration,302,38,70.1,4.6,73.1,Enterprise
2024-11-02,FEAT_009,Integration,591,58,80.3,4.3,72.2,Trial
2024-11-02,FEAT_010,Search,2265,298,87.9,4.3,67.7,Free
2024-11-02,FEAT_010,Search,605,86,82.2,4.5,60.1,Pro
2024-11-02,FEAT_010,Search,96,6,79.4,3.6,78.1,Enterprise
2024-11-02,FEAT_010,Search,255,33,70.4,3.2,60.9,Trial
2024-12-02,FEAT_001,Dashboard,2537,215,85.6,3.0,76.9,Free
2024-12-02,FEAT_001,Dashboard,858,110,92.7,4.7,61.5,Pro
2024-12-02,FEAT_001,Dashboard,833,111,76.6,3.9,67.7,Enterprise
2024-12-02,FEAT_001,Dashboard,543,56,73.5,3.7,73.7,Trial
2024-12-02,FEAT_002,Analytics,807,75,70.0,3.7,86.3,Free
2024-12-02,FEAT_002,Analytics,860,115,88.3,4.3,61.4,Pro
2024-12-02,FEAT_002,Analytics,787,113,87.7,4.3,75.3,Enterprise
2024-12-02,FEAT_002,Analytics,574,85,87.8,3.7,60.6,Trial
2024-12-02,FEAT_003,Reporting,2934,364,79.3,4.9,85.2,Free
2024-12-02,FEAT_003,Reporting,274,35,85.1,3.8,64.6,Pro
2024-12-02,FEAT_003,Reporting,411,61,80.8,4.6,81.8,Enterprise
2024-12-02,FEAT_003,Reporting,147,10,71.8,3.4,86.5,Trial
2024-12-02,FEAT_004,API Access,2317,216,85.8,4.2,61.5,Free
2024-12-02,FEAT_004,API Access,1411,193,71.6,3.6,68.0,Pro
2024-12-02,FEAT_004,API Access,65,3,90.4,3.8,76.6,Enterprise
2024-12-02,FEAT_004,API Access,148,15,75.9,4.1,85.8,Trial
2024-12-02,FEAT_005,Mobile App,1863,235,78.4,4.6,81.5,Free
2024-12-02,FEAT_005,Mobile App,904,124,71.6,4.8,84.1,Pro
2024-12-02,FEAT_005,Mobile App,803,48,86.2,3.1,62.3,Enterprise
2024-12-02,FEAT_005,Mobile App,136,11,80.1,4.2,67.3,Trial
2024-12-02,FEAT_006,Notifications,801,55,82.6,4.2,80.8,Free
2024-12-02,FEAT_006,Notifications,1743,170,73.2,4.0,83.8,Pro
2024-12-02,FEAT_006,Notifications,259,36,70.6,3.1,80.7,Enterprise
2024-12-02,FEAT_006,Notifications,216,28,88.9,3.0,63.2,Trial
2024-12-02,FEAT_007,Collaboration,392,38,82.0,3.0,86.2,Free
2024-12-02,FEAT_007,Collaboration,1833,140,90.9,3.6,69.2,Pro
2024-12-02,FEAT_007,Collaboration,438,58,84.4,5.0,63.0,Enterprise
2024-12-02,FEAT_007,Collaboration,328,32,91.2,4.5,67.2,Trial
2024-12-02,FEAT_008,Export,372,45,77.6,3.9,67.2,Free
2024-12-02,FEAT_008,Export,254,28,92.8,4.9,66.5,Pro
2024-12-02,FEAT_008,Export,719,38,91.8,4.8,87.2,Enterprise
2024-12-02,FEAT_008,Export,126,11,79.5,3.4,67.9,Trial
2024-12-02,FEAT_009,Integration,1887,131,73.9,3.1,74.8,Free
2024-12-02,FEAT_009,Integration,1381,165,74.0,3.9,61.7,Pro
2024-12-02,FEAT_009,Integration,114,14,71.4,4.5,73.5,Enterprise
2024-12-02,FEAT_009,Integration,303,17,78.5,3.4,84.8,Trial
2024-12-02,FEAT_010,Search,2667,146,88.4,3.2,87.5,Free
2024-12-02,FEAT_010,Search,1353,82,93.3,4.2,73.5,Pro
2024-12-02,FEAT_010,Search,167,20,85.2,4.6,66.1,Enterprise
2024-12-02,FEAT_010,Search,72,8,91.6,3.1,60.5,Trial
2025-01-02,FEAT_001,Dashboard,1190,143,88.8,4.1,76.2,Free
2025-01-02,FEAT_001,Dashboard,1613,223,70.4,3.6,60.0,Pro
2025-01-02,FEAT_001,Dashboard,719,93,73.3,4.4,70.9,Enterprise
2025-01-02,FEAT_001,Dashboard,179,22,71.3,4.9,63.7,Trial
2025-01-02,FEAT_002,Analytics,1161,63,83.2,4.9,69.2,Free
2025-01-02,FEAT_002,Analytics,1449,214,92.5,3.4,67.7,Pro
2025-01-02,FEAT_002,Analytics,253,22,88.4,3.5,77.7,Enterprise
2025-01-02,FEAT_002,Analytics,219,20,84.8,4.8,68.6,Trial
2025-01-02,FEAT_003,Reporting,608,39,73.9,4.4,65.3,Free
2025-01-02,FEAT_003,Reporting,1867,276,80.1,5.0,69.8,Pro
2025-01-02,FEAT_003,Reporting,501,27,77.6,4.7,70.6,Enterprise
2025-01-02,FEAT_003,Reporting,549,78,93.8,4.5,82.1,Trial
2025-01-02,FEAT_004,API Access,2585,342,70.6,4.8,81.2,Free
2025-01-02,FEAT_004,API Access,1422,204,76.2,4.8,80.3,Pro
2025-01-02,FEAT_004,API Access,518,33,83.6,3.5,77.8,Enterprise
2025-01-02,FEAT_004,API Access,303,15,75.6,3.2,84.7,Trial
2025-01-02,FEAT_005,Mobile App,2896,392,73.8,4.0,62.1,Free
2025-01-02,FEAT_005,Mobile App,1198,168,94.6,4.8,85.1,Pro
2025-01-02,FEAT_005,Mobile App,902,66,80.8,3.5,81.2,Enterprise
2025-01-02,FEAT_005,Mobile App,172,24,74.3,3.7,82.6,Trial
2025-01-02,FEAT_006,Notifications,2180,296,87.4,4.3,80.3,Free
2025-01-02,FEAT_006,Notifications,1806,152,94.1,3.5,63.9,Pro
2025-01-02,FEAT_006,Notifications,539,27,83.5,3.2,74.3,Enterprise
2025-01-02,FEAT_006,Notifications,562,46,84.9,4.3,74.0,Trial
2025-01-02,FEAT_007,Collaboration,1368,166,72.5,4.6,77.6,Free
2025-01-02,FEAT_007,Collaboration,1494,208,72.6,3.5,87.8,Pro
2025-01-02,FEAT_007,Collaboration,211,29,86.9,4.7,74.0,Enterprise
2025-01-02,FEAT_007,Collaboration,401,37,94.5,4.5,79.0,Trial
2025-01-02,FEAT_008,Export,1984,159,88.0,3.0,87.9,Free
2025-01-02,FEAT_008,Export,1372,147,70.4,3.5,64.7,Pro
2025-01-02,FEAT_008,Export,321,43,87.0,3.7,63.2,Enterprise
2025-01-02,FEAT_008,Export,609,60,83.9,3.6,61.7,Trial
2025-01-02,FEAT_009,Integration,2254,287,78.5,4.9,82.0,Free
2025-01-02,FEAT_009,Integration,720,89,80.9,4.0,66.8,Pro
